from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
112,112,,,9265583,9265532,1,
124,124,,,9265659,9265547,1,
124,124,,,9265662,9265551,1,
124,124,,,9265637,9265559,1,
124,124,,,9265669,9265559,1,
124,124,,,9265800,9265563,1,
124,124,,,9265800,9265568,1,
116,116,,,9265576,9265578,1,
124,124,,,9265576,9265578,1,
124,124,,,9265806,9265580,1,
116,116,,,9265691,9265583,1,
124,124,,,9265691,9265583,1,
124,124,,,9265693,9265583,1,
124,124,,,9265695,9265585,1,
116,116,,,9265649,9265588,1,
124,124,,,9265649,9265588,1,
124,124,,,9265698,9265588,1,
124,124,,,9265701,9265589,1,
124,124,,,9265702,9265590,1,
112,112,,,9265536,9265591,1,
124,124,,,9265704,9265592,1,
124,124,,,9265706,9265593,1,
124,124,,,9265709,9265596,1,
124,124,,,9265713,9265600,1,
124,124,,,9265715,9265602,1,
116,116,,,9265717,9265604,1,
124,124,,,9265717,9265604,1,
112,112,,,9265542,9265606,1,
124,124,,,9265719,9265607,1,
124,124,,,9265721,9265608,1,
116,116,,,9265723,9265610,1,
124,124,,,9265723,9265610,1,
116,116,,,9265727,9265613,1,
124,124,,,9265727,9265613,1,
116,116,,,9265728,9265614,1,
124,124,,,9265728,9265614,1,
124,124,,,9265730,9265616,1,
124,124,,,9265733,9265620,1,
124,124,,,9265823,9265622,1,
124,124,,,9265736,9265624,1,
124,124,,,9265739,9265628,1,
124,124,,,9265740,9265630,1,
124,124,,,9265741,9265631,1,
124,124,,,9265667,9265635,1,
116,116,,,9265668,9265639,1,
124,124,,,9265668,9265639,1,
124,124,,,9265674,9265641,1,
124,124,,,9265807,9265647,1,
131,131,,,9265807,9265647,1,
124,124,,,9265698,9265649,1,
131,131,,,9265698,9265649,1,
124,124,,,9265769,9265649,1,
116,116,,,9265725,9265657,1,
124,124,,,9265725,9265657,1,
124,124,,,9265740,9265659,1,
131,131,,,9265740,9265659,1,
131,131,,,9265826,9265659,1,
124,124,,,9265550,9265661,1,
116,116,,,9265633,9265663,1,
124,124,,,9265633,9265663,1,
116,116,,,9265554,9265664,1,
124,124,,,9265554,9265664,1,
116,116,,,9265556,9265666,1,
124,124,,,9265556,9265666,1,
124,124,,,9265558,9265670,1,
116,116,,,9265560,9265672,1,
124,124,,,9265560,9265672,1,
124,124,,,9265562,9265673,1,
124,124,,,9265566,9265675,1,
124,124,,,9265569,9265677,1,
124,124,,,9265570,9265679,1,
124,124,,,9265803,9265680,1,
131,131,,,9265803,9265680,1,
124,124,,,9265831,9265680,1,
140,140,,,9265831,9265680,1,
124,124,,,9265572,9265681,1,
124,124,,,9265575,9265684,1,
116,116,,,9265576,9265685,1,
124,124,,,9265576,9265685,1,
124,124,,,9265577,9265686,1,
140,140,,,9265833,9265687,1,
124,124,,,9265579,9265688,1,
140,140,,,9265833,9265689,1,
124,124,,,9265581,9265690,1,
124,124,,,9265582,9265692,1,
116,116,,,9265584,9265694,1,
124,124,,,9265584,9265694,1,
116,116,,,9265586,9265696,1,
124,124,,,9265586,9265696,1,
108,108,,,9265534,9265697,1,
131,131,,,9265812,9265701,1,
124,124,,,9265772,9265702,1,
124,124,,,9265587,9265703,1,
124,124,,,9265774,9265706,1,
131,131,,,9265813,9265706,1,
124,124,,,9265776,9265709,1,
131,131,,,9265815,9265711,1,
124,124,,,9265595,9265712,1,
124,124,,,9265778,9265713,1,
124,124,,,9265779,9265715,1,
131,131,,,9265816,9265715,1,
124,124,,,9265597,9265716,1,
124,124,,,9265782,9265719,1,
140,140,,,9265837,9265719,1,
131,131,,,9265818,9265721,1,
124,124,,,9265603,9265722,1,
124,124,,,9265606,9265722,1,
124,124,,,9265609,9265724,1,
124,124,,,9265612,9265726,1,
131,131,,,9265820,9265728,1,
140,140,,,9265839,9265728,1,
124,124,,,9265615,9265729,1,
124,124,,,9265617,9265731,1,
124,124,,,9265619,9265732,1,
124,124,,,9265790,9265733,1,
124,124,,,9265621,9265734,1,
124,124,,,9265623,9265735,1,
140,140,,,9265841,9265736,1,
124,124,,,9265625,9265737,1,
124,124,,,9265627,9265738,1,
124,124,,,9265795,9265739,1,
124,124,,,9265796,9265740,1,
124,124,,,9265632,9265742,1,
124,124,,,9265798,9265742,1,
124,124,,,9265670,9265753,1,
124,124,,,9265673,9265754,1,
124,124,,,9265675,9265755,1,
124,124,,,9265677,9265757,1,
124,124,,,9265681,9265759,1,
124,124,,,9265684,9265761,1,
124,124,,,9265688,9265763,1,
124,124,,,9265692,9265765,1,
124,124,,,9265597,9265781,1,
124,124,,,9265606,9265783,1,
124,124,,,9265729,9265788,1,
124,124,,,9265732,9265789,1,
124,124,,,9265735,9265792,1,
124,124,,,9265741,9265797,1,
131,131,,,9265664,9265799,1,
131,131,,,9265670,9265801,1,
131,131,,,9265640,9265802,1,
131,131,,,9265677,9265804,1,
131,131,,,9265684,9265805,1,
124,124,,,9265692,9265808,1,
131,131,,,9265692,9265808,1,
124,124,,,9265697,9265810,1,
131,131,,,9265697,9265810,1,
124,124,,,9265597,9265817,1,
131,131,,,9265722,9265819,1,
131,131,,,9265734,9265822,1,
140,140,,,9265664,9265828,1,
140,140,,,9265673,9265829,1,
140,140,,,9265697,9265834,1,
140,140,,,9265700,9265834,1,
140,140,,,9265722,9265838,1,
140,140,,,9265734,9265840,1,
74,74,,,9266216,9265995,1,
74,74,,,9266218,9265996,1,
74,74,,,9266220,9266001,1,
74,74,,,9266469,9266001,1,
74,74,,,9266226,9266003,1,
74,74,,,9266233,9266008,1,
74,74,,,9266235,9266008,1,
74,74,,,9266473,9266008,1,
68,68,,,9266113,9266011,1,
68,68,,,9266126,9266012,1,
68,68,,,9266128,9266014,1,
68,68,,,9266253,9266015,1,
68,68,,,9266257,9266018,1,
74,74,,,9266212,9266031,1,
74,74,,,9266276,9266033,1,
74,74,,,9266279,9266034,1,
62,62,,,9266032,9266035,1,
68,68,,,9266294,9266037,1,
68,68,,,9266297,9266039,1,
20,20,,,9266044,9266045,1,
11,11,,,9266045,9266046,1,
18,18,,,9266045,9266046,1,
20,20,,,9266045,9266046,1,
11,11,,,9266341,9266046,1,
18,18,,,9266341,9266046,1,
18,18,,,9266347,9266047,1,
11,11,,,9266349,9266049,1,
18,18,,,9266349,9266049,1,
20,20,,,9266351,9266050,1,
74,74,,,9266214,9266078,1,
74,74,,,9266220,9266086,1,
74,74,,,9266237,9266113,1,
74,74,,,9266240,9266113,1,
74,74,,,9266244,9266126,1,
74,74,,,9266246,9266128,1,
74,74,,,9266248,9266132,1,
74,74,,,9266251,9266136,1,
74,74,,,9266255,9266141,1,
74,74,,,9266259,9266146,1,
74,74,,,9266262,9266152,1,
74,74,,,9266265,9266154,1,
74,74,,,9266269,9266162,1,
74,74,,,9266271,9266164,1,
74,74,,,9266273,9266167,1,
74,74,,,9266281,9266181,1,
74,74,,,9266283,9266184,1,
74,74,,,9266285,9266187,1,
74,74,,,9266287,9266191,1,
74,74,,,9266290,9266197,1,
74,74,,,9266300,9266204,1,
74,74,,,9266301,9266206,1,
74,74,,,9266302,9266207,1,
74,74,,,9266077,9266213,1,
74,74,,,9266079,9266215,1,
74,74,,,9266081,9266217,1,
62,62,,,9265997,9266219,1,
74,74,,,9265997,9266219,1,
62,62,,,9265999,9266221,1,
74,74,,,9265999,9266221,1,
74,74,,,9266469,9266222,1,
88,88,,,9266469,9266222,1,
94,94,,,9266469,9266222,1,
62,62,,,9266090,9266223,1,
74,74,,,9266090,9266223,1,
74,74,,,9266095,9266225,1,
74,74,,,9266097,9266227,1,
74,74,,,9266099,9266229,1,
74,74,,,9266228,9266230,1,
88,88,,,9266228,9266230,1,
74,74,,,9266106,9266232,1,
74,74,,,9266111,9266234,1,
68,68,,,9266007,9266236,1,
74,74,,,9266116,9266238,1,
68,68,,,9266010,9266241,1,
74,74,,,9266124,9266243,1,
68,68,,,9266013,9266245,1,
74,74,,,9266129,9266247,1,
74,74,,,9266129,9266249,1,
94,94,,,9266479,9266251,1,
74,74,,,9266138,9266252,1,
74,74,,,9266016,9266254,1,
74,74,,,9266017,9266258,1,
74,74,,,9266144,9266260,1,
74,74,,,9266019,9266261,1,
74,74,,,9266019,9266263,1,
74,74,,,9266022,9266266,1,
74,74,,,9266027,9266272,1,
74,74,,,9266027,9266274,1,
74,74,,,9266029,9266275,1,
74,74,,,9266029,9266277,1,
74,74,,,9266171,9266280,1,
74,74,,,9266171,9266282,1,
74,74,,,9266035,9266286,1,
74,74,,,9266192,9266288,1,
94,94,,,9266491,9266290,1,
74,74,,,9266198,9266291,1,
68,68,,,9266036,9266293,1,
74,74,,,9266199,9266295,1,
68,68,,,9266038,9266296,1,
94,94,,,9266494,9266297,1,
74,74,,,9266200,9266298,1,
74,74,,,9266203,9266299,1,
94,94,,,9266495,9266300,1,
74,74,,,9266208,9266303,1,
33,33,,,9266404,9266308,1,
33,33,,,9266407,9266312,1,
33,33,,,9266410,9266316,1,
33,33,,,9266412,9266320,1,
33,33,,,9266413,9266330,1,
33,33,,,9266419,9266337,1,
33,33,,,9266422,9266339,1,
33,33,,,9266423,9266339,1,
33,33,,,9266425,9266341,1,
33,33,,,9266427,9266345,1,
33,33,,,9266429,9266347,1,
33,33,,,9266431,9266349,1,
27,27,,,9266432,9266351,1,
33,33,,,9266432,9266351,1,
27,27,,,9266435,9266355,1,
33,33,,,9266435,9266355,1,
27,27,,,9266438,9266359,1,
33,33,,,9266438,9266359,1,
27,27,,,9266441,9266363,1,
33,33,,,9266441,9266363,1,
20,20,,,9266052,9266366,1,
27,27,,,9266443,9266367,1,
33,33,,,9266443,9266367,1,
18,18,,,9266053,9266370,1,
27,27,,,9266446,9266371,1,
33,33,,,9266446,9266371,1,
18,18,,,9266054,9266374,1,
27,27,,,9266448,9266375,1,
33,33,,,9266448,9266375,1,
27,27,,,9266449,9266379,1,
33,33,,,9266449,9266379,1,
27,27,,,9266451,9266381,1,
33,33,,,9266451,9266381,1,
27,27,,,9266453,9266383,1,
33,33,,,9266453,9266383,1,
27,27,,,9266454,9266385,1,
33,33,,,9266454,9266385,1,
27,27,,,9266456,9266387,1,
33,33,,,9266456,9266387,1,
18,18,,,9266458,9266390,1,
27,27,,,9266458,9266390,1,
33,33,,,9266458,9266390,1,
18,18,,,9266460,9266393,1,
27,27,,,9266460,9266393,1,
33,33,,,9266460,9266393,1,
18,18,,,9266462,9266395,1,
27,27,,,9266462,9266395,1,
33,33,,,9266462,9266395,1,
33,33,,,9266463,9266397,1,
33,33,,,9266465,9266399,1,
33,33,,,9266307,9266403,1,
11,11,,,9266309,9266405,1,
18,18,,,9266309,9266405,1,
27,27,,,9266309,9266405,1,
33,33,,,9266309,9266405,1,
11,11,,,9266311,9266406,1,
18,18,,,9266311,9266406,1,
27,27,,,9266311,9266406,1,
33,33,,,9266311,9266406,1,
11,11,,,9266313,9266408,1,
18,18,,,9266313,9266408,1,
27,27,,,9266313,9266408,1,
33,33,,,9266313,9266408,1,
11,11,,,9266315,9266409,1,
18,18,,,9266315,9266409,1,
27,27,,,9266315,9266409,1,
33,33,,,9266315,9266409,1,
27,27,,,9266319,9266411,1,
33,33,,,9266319,9266411,1,
27,27,,,9266323,9266414,1,
33,33,,,9266323,9266414,1,
27,27,,,9266327,9266416,1,
33,33,,,9266327,9266416,1,
27,27,,,9266331,9266417,1,
33,33,,,9266331,9266417,1,
27,27,,,9266334,9266418,1,
33,33,,,9266334,9266418,1,
27,27,,,9266338,9266421,1,
33,33,,,9266338,9266421,1,
27,27,,,9266342,9266424,1,
33,33,,,9266342,9266424,1,
33,33,,,9266344,9266426,1,
33,33,,,9266346,9266428,1,
33,33,,,9266348,9266430,1,
33,33,,,9266352,9266433,1,
33,33,,,9266360,9266439,1,
33,33,,,9266364,9266440,1,
33,33,,,9266366,9266440,1,
33,33,,,9266370,9266445,1,
33,33,,,9266374,9266447,1,
33,33,,,9266380,9266450,1,
33,33,,,9266382,9266452,1,
33,33,,,9266386,9266455,1,
33,33,,,9266388,9266457,1,
33,33,,,9266391,9266459,1,
33,33,,,9266394,9266461,1,
18,18,,,9266398,9266464,1,
27,27,,,9266398,9266464,1,
33,33,,,9266398,9266464,1,
33,33,,,9266401,9266467,1,
94,94,,,9266213,9266468,1,
74,74,,,9266016,9266480,1,
74,74,,,9266144,9266482,1,
74,74,,,9266022,9266484,1,
74,74,,,9266027,9266486,1,
94,94,,,9266280,9266488,1,
94,94,,,9266288,9266490,1,
94,94,,,9266293,9266492,1,
94,94,,,9266296,9266493,1,
94,94,,,9266301,9266496,1,
94,94,,,9266304,9266497,1,
112,112,,,9266830,9266779,1,
124,124,,,9266906,9266794,1,
124,124,,,9266909,9266798,1,
124,124,,,9266884,9266806,1,
124,124,,,9266916,9266806,1,
124,124,,,9267047,9266810,1,
124,124,,,9267047,9266815,1,
116,116,,,9266823,9266825,1,
124,124,,,9266823,9266825,1,
124,124,,,9267053,9266827,1,
116,116,,,9266938,9266830,1,
124,124,,,9266938,9266830,1,
124,124,,,9266940,9266830,1,
124,124,,,9266942,9266832,1,
116,116,,,9266896,9266835,1,
124,124,,,9266896,9266835,1,
124,124,,,9266945,9266835,1,
124,124,,,9266948,9266836,1,
124,124,,,9266949,9266837,1,
112,112,,,9266783,9266838,1,
124,124,,,9266951,9266839,1,
124,124,,,9266953,9266840,1,
124,124,,,9266956,9266843,1,
124,124,,,9266960,9266847,1,
124,124,,,9266962,9266849,1,
116,116,,,9266964,9266851,1,
124,124,,,9266964,9266851,1,
112,112,,,9266789,9266853,1,
124,124,,,9266966,9266854,1,
124,124,,,9266968,9266855,1,
116,116,,,9266970,9266857,1,
124,124,,,9266970,9266857,1,
116,116,,,9266974,9266860,1,
124,124,,,9266974,9266860,1,
116,116,,,9266975,9266861,1,
124,124,,,9266975,9266861,1,
124,124,,,9266977,9266863,1,
124,124,,,9266980,9266867,1,
124,124,,,9267070,9266869,1,
124,124,,,9266983,9266871,1,
124,124,,,9266986,9266875,1,
124,124,,,9266987,9266877,1,
124,124,,,9266988,9266878,1,
124,124,,,9266914,9266882,1,
116,116,,,9266915,9266886,1,
124,124,,,9266915,9266886,1,
124,124,,,9266921,9266888,1,
124,124,,,9267054,9266894,1,
131,131,,,9267054,9266894,1,
124,124,,,9266945,9266896,1,
131,131,,,9266945,9266896,1,
124,124,,,9267016,9266896,1,
116,116,,,9266972,9266904,1,
124,124,,,9266972,9266904,1,
124,124,,,9266987,9266906,1,
131,131,,,9266987,9266906,1,
131,131,,,9267073,9266906,1,
124,124,,,9266797,9266908,1,
116,116,,,9266880,9266910,1,
124,124,,,9266880,9266910,1,
116,116,,,9266801,9266911,1,
124,124,,,9266801,9266911,1,
116,116,,,9266803,9266913,1,
124,124,,,9266803,9266913,1,
124,124,,,9266805,9266917,1,
116,116,,,9266807,9266919,1,
124,124,,,9266807,9266919,1,
124,124,,,9266809,9266920,1,
124,124,,,9266813,9266922,1,
124,124,,,9266816,9266924,1,
124,124,,,9266817,9266926,1,
124,124,,,9267050,9266927,1,
131,131,,,9267050,9266927,1,
124,124,,,9267078,9266927,1,
140,140,,,9267078,9266927,1,
124,124,,,9266819,9266928,1,
124,124,,,9266822,9266931,1,
116,116,,,9266823,9266932,1,
124,124,,,9266823,9266932,1,
124,124,,,9266824,9266933,1,
140,140,,,9267080,9266934,1,
124,124,,,9266826,9266935,1,
140,140,,,9267080,9266936,1,
124,124,,,9266828,9266937,1,
124,124,,,9266829,9266939,1,
116,116,,,9266831,9266941,1,
124,124,,,9266831,9266941,1,
116,116,,,9266833,9266943,1,
124,124,,,9266833,9266943,1,
108,108,,,9266781,9266944,1,
131,131,,,9267059,9266948,1,
124,124,,,9267019,9266949,1,
124,124,,,9266834,9266950,1,
124,124,,,9267021,9266953,1,
131,131,,,9267060,9266953,1,
124,124,,,9267023,9266956,1,
131,131,,,9267062,9266958,1,
124,124,,,9266842,9266959,1,
124,124,,,9267025,9266960,1,
124,124,,,9267026,9266962,1,
131,131,,,9267063,9266962,1,
124,124,,,9266844,9266963,1,
124,124,,,9267029,9266966,1,
140,140,,,9267084,9266966,1,
131,131,,,9267065,9266968,1,
124,124,,,9266850,9266969,1,
124,124,,,9266853,9266969,1,
124,124,,,9266856,9266971,1,
124,124,,,9266859,9266973,1,
131,131,,,9267067,9266975,1,
140,140,,,9267086,9266975,1,
124,124,,,9266862,9266976,1,
124,124,,,9266864,9266978,1,
124,124,,,9266866,9266979,1,
124,124,,,9267037,9266980,1,
124,124,,,9266868,9266981,1,
124,124,,,9266870,9266982,1,
140,140,,,9267088,9266983,1,
124,124,,,9266872,9266984,1,
124,124,,,9266874,9266985,1,
124,124,,,9267042,9266986,1,
124,124,,,9267043,9266987,1,
124,124,,,9266879,9266989,1,
124,124,,,9267045,9266989,1,
124,124,,,9266917,9267000,1,
124,124,,,9266920,9267001,1,
124,124,,,9266922,9267002,1,
124,124,,,9266924,9267004,1,
124,124,,,9266928,9267006,1,
124,124,,,9266931,9267008,1,
124,124,,,9266935,9267010,1,
124,124,,,9266939,9267012,1,
124,124,,,9266844,9267028,1,
124,124,,,9266853,9267030,1,
124,124,,,9266976,9267035,1,
124,124,,,9266979,9267036,1,
124,124,,,9266982,9267039,1,
124,124,,,9266988,9267044,1,
131,131,,,9266911,9267046,1,
131,131,,,9266917,9267048,1,
131,131,,,9266887,9267049,1,
131,131,,,9266924,9267051,1,
131,131,,,9266931,9267052,1,
124,124,,,9266939,9267055,1,
131,131,,,9266939,9267055,1,
124,124,,,9266944,9267057,1,
131,131,,,9266944,9267057,1,
124,124,,,9266844,9267064,1,
131,131,,,9266969,9267066,1,
131,131,,,9266981,9267069,1,
140,140,,,9266911,9267075,1,
140,140,,,9266920,9267076,1,
140,140,,,9266944,9267081,1,
140,140,,,9266947,9267081,1,
140,140,,,9266969,9267085,1,
140,140,,,9266981,9267087,1,
74,74,,,9267463,9267242,1,
74,74,,,9267465,9267243,1,
74,74,,,9267467,9267248,1,
74,74,,,9267716,9267248,1,
74,74,,,9267473,9267250,1,
74,74,,,9267480,9267255,1,
74,74,,,9267482,9267255,1,
74,74,,,9267720,9267255,1,
68,68,,,9267360,9267258,1,
68,68,,,9267373,9267259,1,
68,68,,,9267375,9267261,1,
68,68,,,9267500,9267262,1,
68,68,,,9267504,9267265,1,
74,74,,,9267459,9267278,1,
74,74,,,9267523,9267280,1,
74,74,,,9267526,9267281,1,
62,62,,,9267279,9267282,1,
68,68,,,9267541,9267284,1,
68,68,,,9267544,9267286,1,
20,20,,,9267291,9267292,1,
11,11,,,9267292,9267293,1,
18,18,,,9267292,9267293,1,
20,20,,,9267292,9267293,1,
11,11,,,9267588,9267293,1,
18,18,,,9267588,9267293,1,
18,18,,,9267594,9267294,1,
11,11,,,9267596,9267296,1,
18,18,,,9267596,9267296,1,
20,20,,,9267598,9267297,1,
74,74,,,9267461,9267325,1,
74,74,,,9267467,9267333,1,
74,74,,,9267484,9267360,1,
74,74,,,9267487,9267360,1,
74,74,,,9267491,9267373,1,
74,74,,,9267493,9267375,1,
74,74,,,9267495,9267379,1,
74,74,,,9267498,9267383,1,
74,74,,,9267502,9267388,1,
74,74,,,9267506,9267393,1,
74,74,,,9267509,9267399,1,
74,74,,,9267512,9267401,1,
74,74,,,9267516,9267409,1,
74,74,,,9267518,9267411,1,
74,74,,,9267520,9267414,1,
74,74,,,9267528,9267428,1,
74,74,,,9267530,9267431,1,
74,74,,,9267532,9267434,1,
74,74,,,9267534,9267438,1,
74,74,,,9267537,9267444,1,
74,74,,,9267547,9267451,1,
74,74,,,9267548,9267453,1,
74,74,,,9267549,9267454,1,
74,74,,,9267324,9267460,1,
74,74,,,9267326,9267462,1,
74,74,,,9267328,9267464,1,
62,62,,,9267244,9267466,1,
74,74,,,9267244,9267466,1,
62,62,,,9267246,9267468,1,
74,74,,,9267246,9267468,1,
74,74,,,9267716,9267469,1,
88,88,,,9267716,9267469,1,
94,94,,,9267716,9267469,1,
62,62,,,9267337,9267470,1,
74,74,,,9267337,9267470,1,
74,74,,,9267342,9267472,1,
74,74,,,9267344,9267474,1,
74,74,,,9267346,9267476,1,
74,74,,,9267475,9267477,1,
88,88,,,9267475,9267477,1,
74,74,,,9267353,9267479,1,
74,74,,,9267358,9267481,1,
68,68,,,9267254,9267483,1,
74,74,,,9267363,9267485,1,
68,68,,,9267257,9267488,1,
74,74,,,9267371,9267490,1,
68,68,,,9267260,9267492,1,
74,74,,,9267376,9267494,1,
74,74,,,9267376,9267496,1,
94,94,,,9267726,9267498,1,
74,74,,,9267385,9267499,1,
74,74,,,9267263,9267501,1,
74,74,,,9267264,9267505,1,
74,74,,,9267391,9267507,1,
74,74,,,9267266,9267508,1,
74,74,,,9267266,9267510,1,
74,74,,,9267269,9267513,1,
74,74,,,9267274,9267519,1,
74,74,,,9267274,9267521,1,
74,74,,,9267276,9267522,1,
74,74,,,9267276,9267524,1,
74,74,,,9267418,9267527,1,
74,74,,,9267418,9267529,1,
74,74,,,9267282,9267533,1,
74,74,,,9267439,9267535,1,
94,94,,,9267738,9267537,1,
74,74,,,9267445,9267538,1,
68,68,,,9267283,9267540,1,
74,74,,,9267446,9267542,1,
68,68,,,9267285,9267543,1,
94,94,,,9267741,9267544,1,
74,74,,,9267447,9267545,1,
74,74,,,9267450,9267546,1,
94,94,,,9267742,9267547,1,
74,74,,,9267455,9267550,1,
33,33,,,9267651,9267555,1,
33,33,,,9267654,9267559,1,
33,33,,,9267657,9267563,1,
33,33,,,9267659,9267567,1,
33,33,,,9267660,9267577,1,
33,33,,,9267666,9267584,1,
33,33,,,9267669,9267586,1,
33,33,,,9267670,9267586,1,
33,33,,,9267672,9267588,1,
33,33,,,9267674,9267592,1,
33,33,,,9267676,9267594,1,
33,33,,,9267678,9267596,1,
27,27,,,9267679,9267598,1,
33,33,,,9267679,9267598,1,
27,27,,,9267682,9267602,1,
33,33,,,9267682,9267602,1,
27,27,,,9267685,9267606,1,
33,33,,,9267685,9267606,1,
27,27,,,9267688,9267610,1,
33,33,,,9267688,9267610,1,
20,20,,,9267299,9267613,1,
27,27,,,9267690,9267614,1,
33,33,,,9267690,9267614,1,
18,18,,,9267300,9267617,1,
27,27,,,9267693,9267618,1,
33,33,,,9267693,9267618,1,
18,18,,,9267301,9267621,1,
27,27,,,9267695,9267622,1,
33,33,,,9267695,9267622,1,
27,27,,,9267696,9267626,1,
33,33,,,9267696,9267626,1,
27,27,,,9267698,9267628,1,
33,33,,,9267698,9267628,1,
27,27,,,9267700,9267630,1,
33,33,,,9267700,9267630,1,
27,27,,,9267701,9267632,1,
33,33,,,9267701,9267632,1,
27,27,,,9267703,9267634,1,
33,33,,,9267703,9267634,1,
18,18,,,9267705,9267637,1,
27,27,,,9267705,9267637,1,
33,33,,,9267705,9267637,1,
18,18,,,9267707,9267640,1,
27,27,,,9267707,9267640,1,
33,33,,,9267707,9267640,1,
18,18,,,9267709,9267642,1,
27,27,,,9267709,9267642,1,
33,33,,,9267709,9267642,1,
33,33,,,9267710,9267644,1,
33,33,,,9267712,9267646,1,
33,33,,,9267554,9267650,1,
11,11,,,9267556,9267652,1,
18,18,,,9267556,9267652,1,
27,27,,,9267556,9267652,1,
33,33,,,9267556,9267652,1,
11,11,,,9267558,9267653,1,
18,18,,,9267558,9267653,1,
27,27,,,9267558,9267653,1,
33,33,,,9267558,9267653,1,
11,11,,,9267560,9267655,1,
18,18,,,9267560,9267655,1,
27,27,,,9267560,9267655,1,
33,33,,,9267560,9267655,1,
11,11,,,9267562,9267656,1,
18,18,,,9267562,9267656,1,
27,27,,,9267562,9267656,1,
33,33,,,9267562,9267656,1,
27,27,,,9267566,9267658,1,
33,33,,,9267566,9267658,1,
27,27,,,9267570,9267661,1,
33,33,,,9267570,9267661,1,
27,27,,,9267574,9267663,1,
33,33,,,9267574,9267663,1,
27,27,,,9267578,9267664,1,
33,33,,,9267578,9267664,1,
27,27,,,9267581,9267665,1,
33,33,,,9267581,9267665,1,
27,27,,,9267585,9267668,1,
33,33,,,9267585,9267668,1,
27,27,,,9267589,9267671,1,
33,33,,,9267589,9267671,1,
33,33,,,9267591,9267673,1,
33,33,,,9267593,9267675,1,
33,33,,,9267595,9267677,1,
33,33,,,9267599,9267680,1,
33,33,,,9267607,9267686,1,
33,33,,,9267611,9267687,1,
33,33,,,9267613,9267687,1,
33,33,,,9267617,9267692,1,
33,33,,,9267621,9267694,1,
33,33,,,9267627,9267697,1,
33,33,,,9267629,9267699,1,
33,33,,,9267633,9267702,1,
33,33,,,9267635,9267704,1,
33,33,,,9267638,9267706,1,
33,33,,,9267641,9267708,1,
18,18,,,9267645,9267711,1,
27,27,,,9267645,9267711,1,
33,33,,,9267645,9267711,1,
33,33,,,9267648,9267714,1,
94,94,,,9267460,9267715,1,
74,74,,,9267263,9267727,1,
74,74,,,9267391,9267729,1,
74,74,,,9267269,9267731,1,
74,74,,,9267274,9267733,1,
94,94,,,9267527,9267735,1,
94,94,,,9267535,9267737,1,
94,94,,,9267540,9267739,1,
94,94,,,9267543,9267740,1,
94,94,,,9267548,9267743,1,
94,94,,,9267551,9267744,1,
124,124,,,9269424,9269348,1,
124,124,,,9269425,9269349,1,
124,124,,,9269427,9269351,1,
124,124,,,9269429,9269355,1,
124,124,,,9269431,9269357,1,
124,124,,,9269432,9269359,1,
124,124,,,9269434,9269361,1,
124,124,,,9269435,9269363,1,
124,124,,,9269437,9269365,1,
124,124,,,9269439,9269367,1,
124,124,,,9269441,9269369,1,
124,124,,,9269443,9269371,1,
124,124,,,9269445,9269373,1,
124,124,,,9269447,9269375,1,
124,124,,,9269449,9269377,1,
124,124,,,9269451,9269379,1,
124,124,,,9269455,9269383,1,
124,124,,,9269459,9269387,1,
124,124,,,9269463,9269391,1,
124,124,,,9269465,9269393,1,
124,124,,,9269467,9269395,1,
124,124,,,9269469,9269397,1,
124,124,,,9269471,9269399,1,
124,124,,,9269475,9269403,1,
124,124,,,9269478,9269407,1,
124,124,,,9269481,9269411,1,
124,124,,,9269521,9269411,1,
124,124,,,9269484,9269413,1,
124,124,,,9269486,9269415,1,
124,124,,,9269488,9269417,1,
140,140,,,9269544,9269421,1,
124,124,,,9269491,9269427,1,
124,124,,,9269352,9269428,1,
124,124,,,9269493,9269429,1,
124,124,,,9269356,9269430,1,
124,124,,,9269495,9269432,1,
131,131,,,9269529,9269432,1,
140,140,,,9269542,9269432,1,
124,124,,,9269360,9269433,1,
124,124,,,9269497,9269435,1,
124,124,,,9269364,9269436,1,
124,124,,,9269499,9269439,1,
124,124,,,9269368,9269440,1,
124,124,,,9269501,9269443,1,
131,131,,,9269531,9269443,1,
140,140,,,9269544,9269443,1,
124,124,,,9269372,9269444,1,
124,124,,,9269503,9269447,1,
124,124,,,9269376,9269448,1,
124,124,,,9269505,9269451,1,
124,124,,,9269380,9269452,1,
124,124,,,9269382,9269454,1,
124,124,,,9269507,9269455,1,
131,131,,,9269533,9269455,1,
140,140,,,9269546,9269455,1,
124,124,,,9269384,9269456,1,
124,124,,,9269386,9269458,1,
124,124,,,9269509,9269459,1,
124,124,,,9269388,9269460,1,
124,124,,,9269390,9269462,1,
124,124,,,9269511,9269463,1,
124,124,,,9269392,9269464,1,
124,124,,,9269394,9269466,1,
124,124,,,9269513,9269467,1,
131,131,,,9269535,9269467,1,
140,140,,,9269548,9269467,1,
124,124,,,9269396,9269468,1,
124,124,,,9269398,9269470,1,
124,124,,,9269515,9269471,1,
124,124,,,9269400,9269472,1,
124,124,,,9269402,9269474,1,
124,124,,,9269517,9269475,1,
124,124,,,9269404,9269476,1,
124,124,,,9269406,9269477,1,
124,124,,,9269519,9269478,1,
131,131,,,9269536,9269478,1,
140,140,,,9269550,9269478,1,
124,124,,,9269408,9269479,1,
